version,model,accuracy,precision,recall,f1_score,roc_auc,average_precision,threshold_type,threshold
baseline,GaussianNB,0.959,0.29411764705882354,0.14705882352941177,0.19607843137254902,0.8899951284861771,0.27908926002278983,,
baseline,BernoulliNB,0.8835,0.11627906976744186,0.36764705882352944,0.17667844522968199,0.7568125076117403,0.08987111705717114,,
tuned,GaussianNB_tuned,0.959,0.29411764705882354,0.14705882352941177,0.19607843137254902,0.8900331871879186,0.2791517615426878,,
tuned,BernoulliNB_tuned,0.9535,0.33766233766233766,0.38235294117647056,0.3586206896551724,0.8907334672999635,0.30470857755748454,,
threshold_tuned,BernoulliNB_tuned,0.9535,0.33766233766233766,0.38235294117647056,0.3586206896551724,0.8907334672999635,0.30470857755748454,default_0.5,0.5
threshold_tuned,BernoulliNB_tuned,0.943,0.3230769230769231,0.6176470588235294,0.42424242424242425,0.8907334672999635,0.30470857755748454,optimized,0.29000000000000004
